id,tag,value
ebsco_EBSCOhost16html_5,references,"Du, Y., Fryer, S. L., Fu, Z., Lin, D., Sui, J., Chen, J., ... Calhoun, V. D. (2017). Dynamic functional connectivity impairments in early schizophrenia and clinical high-risk for psychosis. Neuroimage. doi: 10.1016/j.neuroimage.2017.10.022"
ebsco_EBSCOhost16html_5,references,"Eaton-Rosen, Z., Melbourne, A., Orasanu, E., Cardoso, M. J., Modat, M., Bainbridge, A., ... Ourselin, S. (2015). Longitudinal measurement of the developing grey matter in preterm subjects using multi-modal MRI. Neuroimage, 111, 580 – 589. doi: 10.1016/j.neuroimage.2015.02.010"
ebsco_EBSCOhost16html_5,references,"Ecker, C. (2017). The neuroanatomy of autism spectrum disorder: An overview of structural neuroimaging findings and their translatability to the clinical setting. Autism, 21 (1), 18 – 28. doi: 10.1177/1362361315627136"
ebsco_EBSCOhost16html_5,references,"Ehrlich, S., Lord, A. R., Geisler, D., Borchardt, V., Boehm, I., Seidel, M., ... Walter, M. (2015). Reduced functional connectivity in the thalamo-insular subnetwork in patients with acute anorexia nervosa. Human Brain Mapping, 36 (5), 1772 – 1781. doi: 10.1002/hbm.22736"
ebsco_EBSCOhost16html_5,references,"Ellman, L. M., Deicken, R. F., Vinogradov, S., Kremen, W. S., Poole, J. H., Kern, D. M., ... Brown, A. S. (2010). Structural brain alterations in schizophrenia following fetal exposure to the inflammatory cytokine interleukin-8. Schizophrenia Research, 121 (1–3), 46 – 54. doi: 10.1016/j.schres.2010.05.014"
ebsco_EBSCOhost16html_5,references,"Fair, D. A., Dosenbach, N. U., Church, J. A., Cohen, A. L., Brahmbhatt, S., Miezin, F. M., ... Schlaggar, B. L. (2007). Development of distinct control networks through segregation and integration. Proceedings of the National Academy of Sciences, 104 (33), 13507 – 13512. doi: 10.1073/pnas.0705843104"
ebsco_EBSCOhost16html_5,references,"Fareri, D. S., & Tottenham, N. (2016). Effects of early life stress on amygdala and striatal development. Developmental Cognitive Neuroscience, 19, 233 – 247. doi: 10.1016/j.dcn.2016.04.005"
ebsco_EBSCOhost16html_5,references,"Fjell, A. M., Walhovd, K. B., Brown, T. T., Kuperman, J. M., Chung, Y., & Hagler, D. J., Jr.; Genetics, Study. (2012). Multimodal imaging of the self-regulating developing brain. Proceedings of the National Academy of Sciences of the United States of America, 109 (48), 19620 �� 19625."
ebsco_EBSCOhost16html_5,references,"Fornito, A., & Bullmore, E. T. (2015). Reconciling abnormalities of brain network structure and function in schizophrenia. Current Opinion in Neurobiology, 30, 44 – 50. doi: 10.1016/j.conb.2014.08.006"
ebsco_EBSCOhost16html_5,references,"Friston, K. (1994). Functional and effective connectivity in neuroimaging: A synthesis. Human Brain Mapping, 2, 56 – 78. doi: 10.1002/hbm.v2:1/2"
ebsco_EBSCOhost16html_5,references,"Fuster, J. M., & Alexander, G. E. (1971). Neuron activity related to short-term memory. Science, 173 (3997), 652 – 654. doi: 10.1126/science.173.3997.652"
ebsco_EBSCOhost16html_5,references,"Gau, S. S., Tseng, W. L., Tseng, W. Y., Wu, Y. H., & Lo, Y. C. (2015). Association between microstructural integrity of frontostriatal tracts and school functioning: ADHD symptoms and executive function as mediators. Psychological Medicine, 45 (3), 529 – 543. doi: 10.1017/S0033291714001664"
ebsco_EBSCOhost16html_5,references,"Gaudio, S., Quattrocchi, C. C., Piervincenzi, C., Zobel, B. B., Montecchi, F. R., Dakanalis, A., ... Carducci, F. (2017). White matter abnormalities in treatment-naive adolescents at the earliest stages of Anorexia Nervosa: A diffusion tensor imaging study. Psychiatry Research: Neuroimaging, 266, 138 – 145. doi: 10.1016/j.pscychresns.2017.06.011"
ebsco_EBSCOhost16html_5,references,"Genc, S., Malpas, C. B., Holland, S. K., Beare, R., & Silk, T. J. (2017). Neurite density index is sensitive to age related differences in the developing brain. Neuroimage, 148, 373 – 380. doi: 10.1016/j.neuroimage.2017.01.023"
ebsco_EBSCOhost16html_5,references,"Giorgio, A., Watkins, K. E., Chadwick, M., James, S., Winmill, L., Douaud, G., ... James, A. C. (2010). Longitudinal changes in grey and white matter during adolescence. Neuroimage, 49 (1), 94 – 103. doi: 10.1016/j.neuroimage.2009.08.003"
ebsco_EBSCOhost16html_5,references,"Glomb, K., Ponce-Alvarez, A., Gilson, M., Ritter, P., & Deco, G. (2017). Resting state networks in empirical and simulated dynamic functional connectivity. Neuroimage, 159, 388 – 402. doi: 10.1016/j.neuroimage.2017.07.065"
ebsco_EBSCOhost16html_5,references,"Glover, G. H., Mueller, B. A., Turner, J. A., Van Erp, T. G., Liu, T. T., Greve, D. N., ... Potkin, S. G. (2012). Function biomedical informatics research network recommendations for prospective multicenter functional MRI studies. Journal of Magnetic Resonance Imaging : JMRI, 36 (1), 39 – 54. doi: 10.1002/jmri.23572"
ebsco_EBSCOhost16html_5,references,"Goodkind, M., Eickhoff, S. B., Oathes, D. J., Jiang, Y., Chang, A., Jones-Hagata, L. B., ... Etkin, A. (2015). Identification of a common neurobiological substrate for mental illness. JAMA Psychiatry, 72 (4), 305 – 315. doi: 10.1001/jamapsychiatry.2014.2206"
ebsco_EBSCOhost16html_5,references,"Gorges, M., Roselli, F., Muller, H. P., Ludolph, A. C., Rasche, V., & Kassubek, J. (2017). Functional connectivity mapping in the animal model: Principles and applications of resting-state fMRI. Frontiers in Neurology, 8, 200. doi: 10.3389/fneur.2017.00200"
ebsco_EBSCOhost16html_5,references,"Grayson, D. S., & Fair, D. A. (2017). Development of large-scale functional networks from birth to adulthood: A guide to the neuroimaging literature. Neuroimage, 160, 15 – 31. doi: 10.1016/j.neuroimage.2017.01.079"
ebsco_EBSCOhost16html_5,references,"Greicius, M. D., Krasnow, B., Reiss, A. L., & Menon, V. (2003). Functional connectivity in the resting brain: A network analysis of the default mode hypothesis. Proceedings of the National Academy of Sciences, 100 (1), 253 – 258. doi: 10.1073/pnas.0135058100"
ebsco_EBSCOhost16html_5,references,"Grinberg, F., Maximov, I. I., Farrher, E., Neuner, I., Amort, L., Thonnessen, H., ... Shah, N. J. (2017). Diffusion kurtosis metrics as biomarkers of microstructural development: A comparative study of a group of children and a group of adults. Neuroimage, 144 (Pt A), 12 – 22. doi: 10.1016/j.neuroimage.2016.08.033"
ebsco_EBSCOhost16html_5,references,"Gupta, A., Mayer, E. A., Sanmiguel, C. P., Van Horn, J. D., Woodworth, D., Ellingson, B. M., ... Labus, J. S. (2015). Patterns of brain structural connectivity differentiate normal weight from overweight subjects. NeuroImage: Clinical, 7, 506 – 517. doi: 10.1016/j.nicl.2015.01.005"
ebsco_EBSCOhost16html_5,references,"Hamilton, J. P., Farmer, M., Fogelman, P., & Gotlib, I. H. (2015). Depressive rumination, the default-mode network, and the dark matter of clinical neuroscience. Biological Psychiatry, 78 (4), 224 – 230. doi: 10.1016/j.biopsych.2015.02.020"
ebsco_EBSCOhost16html_5,references,"Heinsfeld, A. S., Franco, A. R., Craddock, R. C., Buchweitz, A., & Meneguzzi, F. (2018). Identification of autism spectrum disorder using deep learning and the ABIDE dataset. NeuroImage: Clinical, 17, 16 – 23. doi: 10.1016/j.nicl.2017.08.017"
ebsco_EBSCOhost16html_5,references,"Herting, M. M., Kim, R., Uban, K. A., Kan, E., Binley, A., & Sowell, E. R. (2017). Longitudinal changes in pubertal maturation and white matter microstructure. Psychoneuroendocrinology, 81, 70 – 79. doi: 10.1016/j.psyneuen.2017.03.017"
ebsco_EBSCOhost16html_5,references,"Hostinar, C. E., Nusslock, R., & Miller, G. E. (2018). Future directions in the study of early-life stress and physical and emotional health: Implications of the neuroimmune network hypothesis. Journal of Clinical Child & Adolescent Psychology, 47 (1), 142 – 156. doi: 10.1080/15374416.2016.1266647"
ebsco_EBSCOhost16html_5,references,"Hutchison, R. M., & Morton, J. B. (2015). Tracking the Brain's functional coupling dynamics over development. Journal of Neuroscience, 35 (17), 6849 – 6859. doi: 10.1523/JNEUROSCI.4638-14.2015"
ebsco_EBSCOhost16html_5,references,"Hutchison, R. M., & Morton, J. B. (2016). It's a matter of time: Reframing the development of cognitive control as a modification of the brain's temporal dynamics. Developmental Cognitive Neuroscience, 18, 70 – 77. doi: 10.1016/j.dcn.2015.08.006"
ebsco_EBSCOhost16html_5,references,ICD. (1992). ICD-10 classifications of mental and behavioural disorder: clinical descriptions and disgnostic guidelines. Geneva : World Health Organisation.
ebsco_EBSCOhost16html_5,references,"Insel, T. R. (2014). The NIMH Research Domain Criteria (RDoC) project: Precision medicine for psychiatry. American Journal of Psychiatry, 171 (4), 395 – 397. doi: 10.1176/appi.ajp.2014.14020138"
ebsco_EBSCOhost16html_5,references,"Jahanshad, N., & Thompson, P. M. (2017). Multimodal neuroimaging of male and female brain structure in health and disease across the life span. Journal of Neuroscience Research, 95 (1–2), 371 – 379. doi: 10.1002/jnr.23919"
ebsco_EBSCOhost16html_5,references,"Jelescu, I. O., Veraart, J., Adisetiyo, V., Milla, S. S., Novikov, D. S., & Fieremans, E. (2015). One diffusion acquisition and different white matter models: How does microstructure change in human early development based on WMTI and NODDI?. Neuroimage, 107, 242 – 256. doi: 10.1016/j.neuroimage.2014.12.009"
ebsco_EBSCOhost16html_5,references,"Jensen, J. H., & Helpern, J. A. (2010). MRI quantification of non-Gaussian water diffusion by kurtosis analysis. NMR in Biomedicine, 23 (7), 698 – 710. doi: 10.1002/nbm.1518"
ebsco_EBSCOhost16html_5,references,"Jespersen, S. N., Bjarkam, C. R., Nyengaard, J. R., Chakravarty, M. M., Hansen, B., Vosegaard, T., ... Vestergaard-Poulsen, P. (2010). Neurite density from magnetic resonance diffusion measurements at ultrahigh field: Comparison with light microscopy and electron microscopy. Neuroimage, 49 (1), 205 – 216. doi: 10.1016/j.neuroimage.2009.08.053"
ebsco_EBSCOhost16html_5,references,"Jespersen, S. N., Leigland, L. A., Cornea, A., & Kroenke, C. D. (2012). Determination of axonal and dendritic orientation distributions within the developing cerebral cortex by diffusion tensor imaging. IEEE Transactions on Medical Imaging, 31 (1), 16 – 32. doi: 10.1109/TMI.2011.2162099"
ebsco_EBSCOhost16html_5,references,"Jia, H., Hu, X., & Deshpande, G. (2014). Behavioral relevance of the dynamics of the functional brain connectome. Brain Connectivity, 4, 741 – 759. doi: 10.1089/brain.2014.0300"
ebsco_EBSCOhost16html_5,references,"Jovicich, J., Minati, L., Marizzoni, M., Marchitelli, R., Sala-Llonch, R., & Bartres-Faz, D.; PharmaCog, Consortium. (2016). Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study. Neuroimage, 124 (Pt A), 442 – 454."
ebsco_EBSCOhost16html_5,references,"Kansagra, A. P., Mabray, M. C., Ferriero, D. M., Barkovich, A. J., Xu, D., & Hess, C. P. (2016). Microstructural maturation of white matter tracts in encephalopathic neonates. Clinical Imaging, 40 (5), 1009 – 1013. doi: 10.1016/j.clinimag.2016.05.009"
ebsco_EBSCOhost16html_5,references,"Karlsgodt, K. H., John, M., Ikuta, T., Rigoard, P., Peters, B. D., Derosse, P., ... Szeszko, P. R. (2015). The accumbofrontal tract: Diffusion tensor imaging characterization and developmental change from childhood to adulthood. Human Brain Mapping, 36 (12), 4954 – 4963. doi: 10.1002/hbm.22989"
ebsco_EBSCOhost16html_5,references,"Kennedy, J. T., Collins, P. F., & Luciana, M. (2016). Higher adolescent body mass index is associated with lower regional gray and white matter volumes and lower levels of positive emotionality. Frontiers in Neuroscience, 10, 413. doi: 10.3389/fnins.2016.00413"
ebsco_EBSCOhost16html_5,references,"King, M. D., Wood, D., Miller, B., Kelly, R., Landis, D., Courtney, W., ... Calhoun, V. D. (2014). Automated collection of imaging and phenotypic data to centralized and distributed data repositories. Frontiers in Neuroinformatics, 8, 60. doi: 10.3389/fninf.2014.00060"
ebsco_EBSCOhost16html_5,references,"Kochunov, P., Williamson, D. E., Lancaster, J., Fox, P., Cornell, J., Blangero, J., & Glahn, D. C. (2012). Fractional anisotropy of water diffusion in cerebral white matter across the lifespan. Neurobiology of Aging, 33 (1), 9–20. doi: 10.1016/j.neurobiolaging.2010.01.014"
ebsco_EBSCOhost16html_5,references,"Kunz, N., Zhang, H., Vasung, L., O'Brien, K. R., Assaf, Y., Lazeyras, F., ... Huppi, P. S. (2014). Assessing white matter microstructure of the newborn with multi-shell diffusion MRI and biophysical compartment models. Neuroimage, 96, 288 – 299. doi: 10.1016/j.neuroimage.2014.03.057"
ebsco_EBSCOhost16html_5,references,"Liegeois, R., Laumann, T. O., Snyder, A. Z., Zhou, J., & Yeo, B. T. T. (2017). Interpreting temporal fluctuations in resting-state functional connectivity MRI. Neuroimage, 163, 437 – 455. doi: 10.1016/j.neuroimage.2017.09.012"
ebsco_EBSCOhost16html_5,references,"Lin, H. Y., Gau, S. S., Huang-Gu, S. L., Shang, C. Y., Wu, Y. H., & Tseng, W. Y. (2014). Neural substrates of behavioral variability in attention deficit hyperactivity disorder: Based on ex-Gaussian reaction time distribution and diffusion spectrum imaging tractography. Psychological Medicine, 44 (8), 1751 – 1764. doi: 10.1017/S0033291713001955"
ebsco_EBSCOhost16html_5,references,"Lo, Y. C., Chen, Y. J., Hsu, Y. C., Tseng, W. I., & Gau, S. S. (2017). Reduced tract integrity of the model for social communication is a neural substrate of social communication deficits in autism spectrum disorder. Journal of Child Psychology and Psychiatry, 58 (5), 576 – 585. doi: 10.1111/jcpp.12641"
ebsco_EBSCOhost16html_5,references,"Lo, Y. C., Soong, W. T., Gau, S. S., Wu, Y. Y., Lai, M. C., Yeh, F. C., ... Tseng, W. Y. (2011). The loss of asymmetry and reduced interhemispheric connectivity in adolescents with autism: A study using diffusion spectrum imaging tractography. Psychiatry Research: Neuroimaging, 192 (1), 60 – 66. doi: 10.1016/j.pscychresns.2010.09.008"
ebsco_EBSCOhost16html_5,references,"Meltzer, L. J. (2017). Future directions in sleep and developmental psychopathology. Journal of Clinical Child & Adolescent Psychology, 46 (2), 295 – 301. doi: 10.1080/15374416.2016.1236727"
ebsco_EBSCOhost16html_5,references,"Meltzer, L. J., & Mindell, J. A. (2006). Sleep and sleep disorders in children and adolescents. Psychiatric Clinics of North America, 29 (4), 1059 – 1076. abstract x. doi: 10.1016/j.psc.2006.08.004"
ebsco_EBSCOhost16html_5,references,"Mesulam, M. M. (1990). Large-scale neurocognitive networks and distributed processing for attention, language, and memory. Annals of Neurology, 28 (5), 597 – 613. doi: 10.1002/ana.410280502"
ebsco_EBSCOhost16html_5,references,"Mirzaalian, H., De Pierrefeu, A., Savadjiev, P., Pasternak, O., Bouix, S., Kubicki, M., ... Rathi, Y. (2015). Harmonizing diffusion MRI data across multiple sites and scanners. Medical Image Computing and Computer-Assisted Intervention, 9349, 12 – 19. doi: 10.1007/978-3-319-24553-9_2"
ebsco_EBSCOhost16html_5,references,"Mohan, A., Roberto, A. J., Mohan, A., Lorenzo, A., Jones, K., Carney, M. J., ... Lapidus, K. A. (2016). The significance of the default mode network (DMN) in neurological and neuropsychiatric disorders: A review. The Yale Journal of Biology and Medicine, 89 (1), 49 – 57."
ebsco_EBSCOhost16html_5,references,"Nguyen, T. V., McCracken, J., Ducharme, S., Botteron, K. N., Mahabir, M., & Johnson, W.; Brain Development Cooperative, Group. (2013). Testosterone-related cortical maturation across childhood and adolescence. Cerebral Cortex, 23 (6), 1424 – 1432."
ebsco_EBSCOhost16html_5,references,"Nilsonne, G., Tamm, S., Schwarz, J., Almeida, R., Fischer, H., Kecklund, G., ... Akerstedt, T. (2017). Intrinsic brain connectivity after partial sleep deprivation in young and older adults: Results from the Stockholm Sleepy Brain study. Scientific Reports, 7 (1), 9422. doi: 10.1038/s41598-017-09744-7"
ebsco_EBSCOhost16html_5,references,"Nomi, J. S., Vij, S. G., Dajani, D. R., Steimke, R., Damaraju, E., Rachakonda, S., ... Uddin, L. Q. (2017). Chronnectomic patterns and neural flexibility underlie executive function. Neuroimage, 147, 861 – 871. doi: 10.1016/j.neuroimage.2016.10.026"
ebsco_EBSCOhost16html_5,references,"Nooner, K. B., Colcombe, S. J., Tobe, R. H., Mennes, M., Benedict, M. M., Moreno, A. L., ... Milham, M. P. (2012). The NKI-rockland sample: A model for accelerating the pace of discovery science in psychiatry. Frontiers in Neuroscience, 6, 152. doi: 10.3389/fnins.2012.00152"
ebsco_EBSCOhost16html_5,references,"Paydar, A., Fieremans, E., Nwankwo, J. I., Lazar, M., Sheth, H. D., Adisetiyo, V., ... Milla, S. S. (2014). Diffusional kurtosis imaging of the developing brain. American Journal of Neuroradiology, 35 (4), 808 – 814. doi: 10.3174/ajnr.A3764"
ebsco_EBSCOhost16html_5,references,"Peters, B. D., Ikuta, T., DeRosse, P., John, M., Burdick, K. E., Gruner, P., ... Malhotra, A. K. (2014). Age-related differences in white matter tract microstructure are associated with cognitive performance from childhood to adulthood. Biological Psychiatry, 75 (3), 248 – 256. doi: 10.1016/j.biopsych.2013.05.020"
ebsco_EBSCOhost16html_5,references,"Preti, M. G., Bolton, T. A., & Van De Ville, D. (2016). The dynamic functional connectome: State-of-the-art and perspectives. Neuroimage. doi: 10.1016/j.neuroimage.2016.12.061"
ebsco_EBSCOhost16html_5,references,"Quintana, J., Fuster, J. M., & Yajeya, J. (1989). Effects of cooling parietal cortex on prefrontal units in delay tasks. Brain Research, 503 (1), 100 – 110. doi: 10.1016/0006-8993(89)91709-5"
ebsco_EBSCOhost16html_5,references,"Raichle, M. E. (2015). The brain's default mode network. Annual Review of Neuroscience, 38, 433 – 447. doi: 10.1146/annurev-neuro-071013-014030"
ebsco_EBSCOhost16html_5,references,"Satterthwaite, T. D., Connolly, J. J., Ruparel, K., Calkins, M. E., Jackson, C., Elliott, M. A., ... Gur, R. E. (2016). The Philadelphia neurodevelopmental cohort: A publicly available resource for the study of normal and abnormal brain development in youth. Neuroimage, 124 (Pt B), 1115 – 1119. doi: 10.1016/j.neuroimage.2015.03.056"
ebsco_EBSCOhost16html_5,references,"Satterthwaite, T. D., Shinohara, R. T., Wolf, D. H., Hopson, R. D., Elliott, M. A., Vandekar, S. N., ... Gur, R. E. (2014). Impact of puberty on the evolution of cerebral perfusion during adolescence. Proceedings of the National Academy of Sciences, 111 (23), 8643 – 8648. doi: 10.1073/pnas.1400178111"
ebsco_EBSCOhost16html_5,references,"Scaife, J. C., Godier, L. R., Filippini, N., Harmer, C. J., & Park, R. J. (2017). Reduced resting-state functional connectivity in current and recovered restrictive anorexia nervosa. Front Psychiatry, 8, 30. doi: 10.3389/fpsyt.2017.00030"
ebsco_EBSCOhost16html_5,references,"Schmithorst, V. J., & Yuan, W. (2010). White matter development during adolescence as shown by diffusion MRI. Brain and Cognition, 72 (1), 16 – 25. doi: 10.1016/j.bandc.2009.06.005"
ebsco_EBSCOhost16html_5,references,"Schumann, G., Loth, E., Banaschewski, T., Barbot, A., Barker, G., & Buchel, C.; consortium, Imagen. (2010). The IMAGEN study: Reinforcement-related behaviour in normal brain function and psychopathology. Molecular Psychiatry, 15 (12), 1128 – 1139."
ebsco_EBSCOhost16html_5,references,"Seeley, W. W., Menon, V., Schatzberg, A. F., Keller, J., Glover, G. H., Kenna, H., ... Greicius, M. D. (2007). Dissociable intrinsic connectivity networks for salience processing and executive control. Journal of Neuroscience, 27 (9), 2349 – 2356. doi: 10.1523/JNEUROSCI.5587-06.2007"
ebsco_EBSCOhost16html_5,references,"Sepehrband, F., Clark, K. A., Ullmann, J. F., Kurniawan, N. D., Leanage, G., Reutens, D. C., & Yang, Z. (2015). Brain tissue compartment density estimated using diffusion-weighted MRI yields tissue parameters consistent with histology. Human Brain Mapping, 36 (9), 3687 – 3702. doi: 10.1002/hbm.22872"
ebsco_EBSCOhost16html_5,references,"Smith, S. M., Fox, P. T., Miller, K. L., Glahn, D. C., Fox, P. M., Mackay, C. E., ... Beckmann, C. F. (2009). Correspondence of the brain's functional architecture during activation and rest. Proceedings of the National Academy of Sciences, 106 (31), 13040 – 13045. 0905267106 [pii]. doi: 10.1073/pnas.0905267106"
ebsco_EBSCOhost16html_5,references,"Song, S. K., Sun, S. W., Ju, W. K., Lin, S. J., Cross, A. H., & Neufeld, A. H. (2003). Diffusion tensor imaging detects and differentiates axon and myelin degeneration in mouse optic nerve after retinal ischemia. Neuroimage, 20 (3), 1714 – 1722. doi: 10.1016/j.neuroimage.2003.07.005"
ebsco_EBSCOhost16html_5,references,"Sporns, O. (2014). Contributions and challenges for network models in cognitive neuroscience. Nature Neuroscience, 17 (5), 652 – 660. doi: 10.1038/nn.3690"
ebsco_EBSCOhost16html_5,references,"Steimke, R., Nomi, J. S., Calhoun, V. D., Stelzel, C., Paschke, L. M., Gaschler, R., ... Uddin, L. Q. (2017). Salience network dynamics underlying successful resistance of temptation. Social Cognitive and Affective Neuroscience. doi: 10.1093/scan/nsx123"
ebsco_EBSCOhost16html_5,references,"Telzer, E. H., Fuligni, A. J., Lieberman, M. D., & Galvan, A. (2013). The effects of poor quality sleep on brain function and risk taking in adolescence. Neuroimage, 71, 275 – 283. doi: 10.1016/j.neuroimage.2013.01.025"
ebsco_EBSCOhost16html_5,references,"Tovote, P., Fadok, J. P., & Luthi, A. (2015). Neuronal circuits for fear and anxiety. Nature Reviews Neuroscience, 16 (6), 317 – 331. doi: 10.1038/nrn3945"
ebsco_EBSCOhost16html_5,references,"Tyson, N., & Frank, M. (2017). Childhood and adolescent obesity definitions as related to BMI, evaluation and management options. Best Practice & Research Clinical Obstetrics & Gynaecology. doi: 10.1016/j.bpobgyn.2017.06.003"
ebsco_EBSCOhost16html_5,references,"Uddin, L. Q. (2015). Salience processing and insular cortical function and dysfunction. Nature Reviews Neuroscience, 16 (1), 55 – 61. doi: 10.1038/nrn3857"
ebsco_EBSCOhost16html_5,references,"Uddin, L. Q., Dajani, D. R., Voorhies, W., Bednarz, H., & Kana, R. K. (2017). Progress and roadblocks in the search for brain-based biomarkers of autism and attention-deficit/hyperactivity disorder. Transl Psychiatry, 7, e1218. In Press. doi: 10.1038/tp.2017.164"
ebsco_EBSCOhost16html_5,references,"Uddin, L. Q., Iacoboni, M., Lange, C., & Keenan, J. P. (2007). The self and social cognition: The role of cortical midline structures and mirror neurons. Trends in Cognitive Sciences, 11 (4), 153 – 157. doi: 10.1016/j.tics.2007.01.001"
ebsco_EBSCOhost16html_5,references,"Uddin, L. Q., Supekar, K., & Menon, V. (2010). Typical and atypical development of functional human brain networks: Insights from resting-state FMRI. Frontiers in Systems Neuroscience, 4, 21. doi: 10.3389/fnsys.2010.00021"
ebsco_EBSCOhost16html_5,references,"Uddin, L. Q., Supekar, K., & Menon, V. (2013). Reconceptualizing functional brain connectivity in autism from a developmental perspective. Frontiers in Human Neuroscience, 7, 458. doi: 10.3389/fnhum.2013.00458"
ebsco_EBSCOhost16html_5,references,"Uy, J. P., & Galvan, A. (2017). Sleep duration moderates the association between insula activation and risky decisions under stress in adolescents and adults. Neuropsychologia, 95, 119 – 129. doi: 10.1016/j.neuropsychologia.2016.12.018"
ebsco_EBSCOhost16html_5,references,"Ventriglio, A., Gentile, A., Stella, E., & Bellomo, A. (2015). Metabolic issues in patients affected by schizophrenia: Clinical characteristics and medical management. Frontiers in Neuroscience, 9, 297. doi: 10.3389/fnins.2015.00297"
ebsco_EBSCOhost16html_5,references,"Watanabe, T., & Rees, G. (2017). Brain network dynamics in high-functioning individuals with autism. Nature Communications, 8, 16048. doi: 10.1038/ncomms16048"
ebsco_EBSCOhost16html_5,references,"Wedeen, V. J., Hagmann, P., Tseng, W. Y., Reese, T. G., & Weisskoff, R. M. (2005). Mapping complex tissue architecture with diffusion spectrum magnetic resonance imaging. Magnetic Resonance in Medicine, 54 (6), 1377 – 1386. doi: 10.1002/mrm.20642"
ebsco_EBSCOhost16html_5,references,"Wedeen, V. J., Rosene, D. L., Wang, R., Dai, G., Mortazavi, F., Hagmann, P., ... Tseng, W. Y. (2012). The geometric structure of the brain fiber pathways. Science, 335 (6076), 1628 – 1634. 335/6076/1628 [pii]. doi: 10.1126/science.1215280"
ebsco_EBSCOhost16html_5,references,"Wedeen, V. J., Wang, R. P., Schmahmann, J. D., Benner, T., Tseng, W. Y., Dai, G., ... De Crespigny, A. J. (2008). Diffusion spectrum magnetic resonance imaging (DSI) tractography of crossing fibers. Neuroimage, 41 (4), 1267 – 1277. S1053-8119(08)00253-X [pii]. doi: 10.1016/j.neuroimage.2008.03.036"
ebsco_EBSCOhost16html_5,references,"Weintraub, S., Bauer, P. J., Zelazo, P. D., Wallner-Allen, K., Dikmen, S. S., Heaton, R. K., ... Gershon, R. C. (2013). I. NIH Toolbox Cognition Battery (CB): Introduction and pediatric data. Monographs of the Society for Research in Child Development, 78 (4), 1 – 15. doi: 10.1111/mono.12031"
ebsco_EBSCOhost16html_5,references,"Westlye, L. T., Walhovd, K. B., Dale, A. M., Bj√∏Rnerud, A., Due-T√∏nnessen, P., Engvig, A., ... Fjell, A. M. (2010). Life-span changes of the human brain white matter: Diffusion tensor imaging (DTI) and volumetry. Cerebral Cortex, 20 (9), 2055 – 2068. doi: 10.1093/cercor/bhp280"
ebsco_EBSCOhost16html_5,references,"Wig, G. S., Schlaggar, B. L., & Petersen, S. E. (2011). Concepts and principles in the analysis of brain networks. Annals of the New York Academy of Sciences, 1224, 126 – 146. doi: 10.1111/j.1749-6632.2010.05947.x"
ebsco_EBSCOhost16html_5,references,"Wozniak, J. R., & Lim, K. O. (2006). Advances in white matter imaging: A review of in vivo magnetic resonance methodologies and their applicability to the study of development and aging. Neuroscience & Biobehavioral Reviews, 30 (6), 762 – 774. S0149-7634(06)00047-9 [pii]. doi: 10.1016/j.neubiorev.2006.06.003"
ebsco_EBSCOhost16html_5,references,"Yeh, F. C., Verstynen, T. D., Wang, Y., Fernandez-Miranda, J. C., & Tseng, W. Y. (2013). Deterministic diffusion fiber tracking improved by quantitative anisotropy. PLoS One, 8 (11), e80713. PONE-D-13-26801 [pii]. doi: 10.1371/journal.pone.0080713"
ebsco_EBSCOhost16html_5,references,"Zhang, H., Schneider, T., Wheeler-Kingshott, C. A., & Alexander, D. C. (2012). NODDI: Practical in vivo neurite orientation dispersion and density imaging of the human brain. Neuroimage, 61 (4), 1000 – 1016. S1053-8119(12)00353-9 [pii]. doi: 10.1016/j.neuroimage.2012.03.072"
ebsco_EBSCOhost16html_5,references,"Zhou, X., Wu, T., Yu, J., & Lei, X. (2017). Sleep deprivation makes the young brain resemble the elderly brain: A large-scale brain networks study. Brain Connectivity, 7 (1), 58 – 68. doi: 10.1089/brain.2016.0452"
ebsco_EBSCOhost8html_38,references,"Abraham, A., Milham, M. P., Di Martino, A., Craddock, R. C., Samaras, D., Thirion, B., & Varoquaux, G. (2017). Deriving reproducible biomarkers from multi-site resting-state data: An Autism-based example. Neuroimage, 147, 736 – 745. doi: 10.1016/j.neuroimage.2016.10.045"
ebsco_EBSCOhost8html_38,references,"2  Abrol, A., Damaraju, E., Miller, R. L., Stephen, J. M., Claus, E. D., Mayer, A. R., & Calhoun, V. D. (2017). Replicability of time-varying connectivity patterns in large resting state fMRI samples. Neuroimage, 163, 160 – 176. doi: 10.1016/j.neuroimage.2017.09.020"
ebsco_EBSCOhost8html_38,references,"3  Adisetiyo, V., Tabesh, A., Di Martino, A., Falangola, M. F., Castellanos, F. X., Jensen, J. H., & Helpern, J. A. (2014). Attention-deficit/hyperactivity disorder without comorbidity is associated with distinct atypical patterns of cerebral microstructural development. Human Brain Mapping, 35 (5), 2148 – 2162. doi: 10.1002/hbm.22317"
ebsco_EBSCOhost8html_38,references,"4  Alarcon, G., Ray, S., & Nagel, B. J. (2016). Lower working memory performance in overweight and obese adolescents is mediated by white matter microstructure. Journal of the International Neuropsychological Society : JINS, 22 (3), 281 – 292. doi: 10.1017/S1355617715001265"
