id,tag,value
journal-article-10.2307_26918413,journal,historical social research / historische sozialforschung
journal-article-10.2307_26918414,journal,historical social research / historische sozialforschung
journal-article-10.2307_26918415,journal,historical social research / historische sozialforschung
journal-article-10.2307_26918416,journal,historical social research / historische sozialforschung
journal-article-10.2307_26919918,journal,politeja
journal-article-10.2307_26927674,journal,perspectives on terrorism
journal-article-10.2307_26927675,journal,perspectives on terrorism
journal-article-10.2307_26927676,journal,perspectives on terrorism
journal-article-10.2307_26928110,journal,china review
journal-article-10.2307_26928111,journal,china review
journal-article-10.2307_26928112,journal,china review
journal-article-10.2307_26931483,journal,aq: australian quarterly
journal-article-10.2307_26931487,journal,aq: australian quarterly
journal-article-10.2307_26939887,journal,"geopolitics, history, and international relations"
journal-article-10.2307_26939888,journal,"geopolitics, history, and international relations"
journal-article-10.2307_26939889,journal,"geopolitics, history, and international relations"
journal-article-10.2307_26939890,journal,"geopolitics, history, and international relations"
journal-article-10.2307_26939891,journal,"geopolitics, history, and international relations"
journal-article-10.2307_26939892,journal,"geopolitics, history, and international relations"
journal-article-10.2307_26939893,journal,"geopolitics, history, and international relations"
journal-article-10.2307_26939894,journal,"geopolitics, history, and international relations"
journal-article-10.2307_26939895,journal,"geopolitics, history, and international relations"
journal-article-10.2307_26939896,journal,"geopolitics, history, and international relations"
journal-article-10.2307_26939897,journal,"geopolitics, history, and international relations"
journal-article-10.2307_26939962,journal,journal of international affairs
journal-article-10.2307_2695821,journal,social psychology quarterly
journal-article-10.2307_27522323,journal,social indicators research
journal-article-10.2307_3647679,journal,american journal of political science
journal-article-10.2307_3648943,journal,sociological theory
journal-article-10.2307_41433717,journal,ps: political science and politics
journal-article-10.2307_41636602,journal,historical social research / historische sozialforschung
journal-article-10.2307_41684588,journal,the public opinion quarterly
journal-article-10.2307_41726700,journal,foreign policy
journal-article-10.2307_41726884,journal,foreign policy
journal-article-10.2307_41726927,journal,foreign policy
journal-article-10.2307_41963001,journal,the world today
journal-article-10.2307_41963019,journal,the world today
journal-article-10.2307_41963020,journal,the world today
journal-article-10.2307_420756,journal,ps: political science and politics
journal-article-10.2307_42858149,journal,sociology
journal-article-10.2307_42921259,journal,journal of business ethics
journal-article-10.2307_43049529,journal,annual review of sociology
journal-article-10.2307_43049542,journal,annual review of sociology
journal-article-10.2307_43134258,journal,georgetown journal of international affairs
journal-article-10.2307_43134321,journal,georgetown journal of international affairs
journal-article-10.2307_43134325,journal,georgetown journal of international affairs
journal-article-10.2307_43134346,journal,georgetown journal of international affairs
journal-article-10.2307_43134349,journal,georgetown journal of international affairs
journal-article-10.2307_43185337,journal,contemporary sociology
journal-article-10.2307_43185402,journal,contemporary sociology
journal-article-10.2307_43185418,journal,contemporary sociology
journal-article-10.2307_43185662,journal,contemporary sociology
journal-article-10.2307_43185711,journal,contemporary sociology
journal-article-10.2307_43186119,journal,contemporary sociology
journal-article-10.2307_43186156,journal,contemporary sociology
journal-article-10.2307_43186673,journal,sociological theory
journal-article-10.2307_43186783,journal,sociology of education
journal-article-10.2307_43186787,journal,sociology of education
journal-article-10.2307_43187072,journal,journal of health and social behavior
journal-article-10.2307_43187531,journal,american sociological review
journal-article-10.2307_43187545,journal,american sociological review
journal-article-10.2307_43284284,journal,ps: political science and politics
journal-article-10.2307_43284328,journal,ps: political science and politics
journal-article-10.2307_43284334,journal,ps: political science and politics
journal-article-10.2307_43284398,journal,ps: political science and politics
journal-article-10.2307_43284479,journal,ps: political science and politics
journal-article-10.2307_43284486,journal,ps: political science and politics
journal-article-10.2307_43284501,journal,ps: political science and politics
journal-article-10.2307_43284533,journal,ps: political science and politics
journal-article-10.2307_43284537,journal,ps: political science and politics
journal-article-10.2307_43284544,journal,ps: political science and politics
journal-article-10.2307_43284628,journal,ps: political science and politics
journal-article-10.2307_43284684,journal,ps: political science and politics
journal-article-10.2307_43284803,journal,ps: political science and politics
journal-article-10.2307_43287846,journal,social forces
journal-article-10.2307_43486385,journal,philippine sociological review
journal-article-10.2307_43497089,journal,asian journal of social science
journal-article-10.2307_43546638,journal,administrative science quarterly
journal-article-10.2307_43548332,journal,administrative science quarterly
journal-article-10.2307_43551404,journal,the new atlantis
journal-article-10.2307_43589259,journal,the academy of management journal
journal-article-10.2307_43589260,journal,the academy of management journal
journal-article-10.2307_43589275,journal,the academy of management journal
journal-article-10.2307_43589303,journal,the academy of management journal
journal-article-10.2307_43589320,journal,the academy of management journal
journal-article-10.2307_43615198,journal,journal of applied social science
journal-article-10.2307_43653229,journal,political behavior
journal-article-10.2307_43653968,journal,sociological forum
journal-article-10.2307_43654145,journal,sociological forum
journal-article-10.2307_43654157,journal,sociological forum
journal-article-10.2307_43654161,journal,sociological forum
journal-article-10.2307_43681110,journal,great decisions
journal-article-10.2307_43694718,journal,theory and society
journal-article-10.2307_43694720,journal,theory and society
journal-article-10.2307_43694722,journal,theory and society
journal-article-10.2307_43694727,journal,theory and society
journal-article-10.2307_43694728,journal,theory and society
journal-article-10.2307_43694729,journal,theory and society
journal-article-10.2307_43698582,journal,middle east journal
journal-article-10.2307_43761642,journal,bms: bulletin of sociological methodology / bulletin de méthodologie sociologique
journal-article-10.2307_43761673,journal,bms: bulletin of sociological methodology / bulletin de méthodologie sociologique
journal-article-10.2307_43761681,journal,bms: bulletin of sociological methodology / bulletin de méthodologie sociologique
journal-article-10.2307_43761722,journal,bms: bulletin of sociological methodology / bulletin de méthodologie sociologique
journal-article-10.2307_43761726,journal,bms: bulletin of sociological methodology / bulletin de méthodologie sociologique
journal-article-10.2307_43761808,journal,bms: bulletin of sociological methodology / bulletin de méthodologie sociologique
journal-article-10.2307_43761819,journal,bms: bulletin of sociological methodology / bulletin de méthodologie sociologique
journal-article-10.2307_43761858,journal,bms: bulletin of sociological methodology / bulletin de méthodologie sociologique
journal-article-10.2307_43761859,journal,bms: bulletin of sociological methodology / bulletin de méthodologie sociologique
journal-article-10.2307_43773618,journal,georgetown journal of international affairs
journal-article-10.2307_43773635,journal,georgetown journal of international affairs
journal-article-10.2307_43773642,journal,georgetown journal of international affairs
journal-article-10.2307_43773643,journal,georgetown journal of international affairs
journal-article-10.2307_43773645,journal,georgetown journal of international affairs
journal-article-10.2307_43773648,journal,georgetown journal of international affairs
journal-article-10.2307_43773652,journal,georgetown journal of international affairs
journal-article-10.2307_43773654,journal,georgetown journal of international affairs
journal-article-10.2307_43798480,journal,historical social research / historische sozialforschung
journal-article-10.2307_43798482,journal,historical social research / historische sozialforschung
journal-article-10.2307_43820808,journal,the journal of philosophy
journal-article-10.2307_43828649,journal,political science quarterly
journal-article-10.2307_43830184,journal,rivista internazionale di scienze sociali
journal-article-10.2307_43862201,journal,history and philosophy of the life sciences
journal-article-10.2307_43863740,journal,journal of the history of biology
journal-article-10.2307_43893401,journal,the new atlantis
journal-article-10.2307_43920603,journal,journal of peace research
journal-article-10.2307_43921183,journal,synthese
journal-article-10.2307_43924084,journal,studi di sociologia
journal-article-10.2307_43946531,journal,foreign affairs
journal-article-10.2307_43946848,journal,foreign affairs
journal-article-10.2307_43946953,journal,foreign affairs
journal-article-10.2307_43946954,journal,foreign affairs
journal-article-10.2307_43954498,journal,asian journal of social science
journal-article-10.2307_43954499,journal,asian journal of social science
journal-article-10.2307_43954500,journal,asian journal of social science
journal-article-10.2307_43954502,journal,asian journal of social science
journal-article-10.2307_43956752,journal,the american sociologist
journal-article-10.2307_43956970,journal,the american sociologist
journal-article-10.2307_43956971,journal,the american sociologist
journal-article-10.2307_43956973,journal,the american sociologist
journal-article-10.2307_43957095,journal,the american sociologist
journal-article-10.2307_43996325,journal,contemporary sociology
journal-article-10.2307_43996326,journal,contemporary sociology
journal-article-10.2307_43996393,journal,contemporary sociology
journal-article-10.2307_43996405,journal,contemporary sociology
journal-article-10.2307_43997376,journal,contemporary sociology
journal-article-10.2307_43997380,journal,contemporary sociology
journal-article-10.2307_43997581,journal,contemporary sociology
journal-article-10.2307_44001149,journal,journal of health and social behavior
journal-article-10.2307_44016693,journal,sociology
journal-article-10.2307_44016731,journal,sociology
journal-article-10.2307_44017414,journal,rivista di filosofia neo-scolastica
journal-article-10.2307_44062873,journal,historical social research / historische sozialforschung
journal-article-10.2307_44072748,journal,social science quarterly
journal-article-10.2307_44074817,journal,business & professional ethics journal
journal-article-10.2307_44076820,journal,social psychology quarterly
journal-article-10.2307_44078250,journal,social psychology quarterly
journal-article-10.2307_44078254,journal,social psychology quarterly
journal-article-10.2307_44090477,journal,china perspectives
journal-article-10.2307_44090481,journal,china perspectives
journal-article-10.2307_44091111,journal,china perspectives
journal-article-10.2307_44113936,journal,polish sociological review
journal-article-10.2307_44114456,journal,sociological theory
journal-article-10.2307_44114461,journal,sociological theory
journal-article-10.2307_44114467,journal,sociological theory
journal-article-10.2307_44114470,journal,sociological theory
journal-article-10.2307_44132931,journal,political psychology
journal-article-10.2307_44157036,journal,frontiers of philosophy in china
journal-article-10.2307_44174151,journal,the international journal of social quality
journal-article-10.2307_44176022,journal,historical social research / historische sozialforschung
journal-article-10.2307_44176026,journal,historical social research / historische sozialforschung
journal-article-10.2307_44176031,journal,historical social research / historische sozialforschung
journal-article-10.2307_44176032,journal,historical social research / historische sozialforschung
journal-article-10.2307_44176033,journal,historical social research / historische sozialforschung
journal-article-10.2307_44214790,journal,great decisions
journal-article-10.2307_44245486,journal,american sociological review
journal-article-10.2307_44245500,journal,american sociological review
journal-article-10.2307_44245534,journal,american sociological review
journal-article-10.2307_44252648,journal,the new atlantis
journal-article-10.2307_44254189,journal,italian politics
journal-article-10.2307_44282479,journal,sociological methodology
journal-article-10.2307_44282614,journal,perspectives on psychological science
journal-article-10.2307_44289444,journal,sociological methodology
journal-article-10.2307_44289447,journal,sociological methodology
journal-article-10.2307_44289457,journal,sociological methodology
journal-article-10.2307_44289458,journal,sociological methodology
journal-article-10.2307_44318615,journal,current directions in psychological science
journal-article-10.2307_44318815,journal,current directions in psychological science
journal-article-10.2307_44318818,journal,current directions in psychological science
journal-article-10.2307_44469359,journal,historical social research / historische sozialforschung
journal-article-10.2307_44471268,journal,history and philosophy of the life sciences
journal-article-10.2307_44504726,journal,journal of health and social behavior
journal-article-10.2307_44510048,journal,international review of modern sociology
journal-article-10.2307_44631284,journal,journal of applied social science
journal-article-10.2307_44631538,journal,the journal of mind and behavior
journal-article-10.2307_44687753,journal,"race, poverty & the environment"
journal-article-10.2307_44713549,journal,berkeley journal of sociology
journal-article-10.2307_44737762,journal,the world today
journal-article-10.2307_44744634,journal,history and philosophy of the life sciences
journal-article-10.2307_44744738,journal,history and philosophy of the life sciences
journal-article-10.2307_44744739,journal,history and philosophy of the life sciences
journal-article-10.2307_44779932,journal,studies in popular culture
journal-article-10.2307_44842734,journal,foreign policy
journal-article-10.2307_44979836,journal,human studies
journal-article-10.2307_45048145,journal,the world today
journal-article-10.2307_45048146,journal,the world today
journal-article-10.2307_45048153,journal,the world today
journal-article-10.2307_45048761,journal,the world today
journal-article-10.2307_45180505,journal,the world today
journal-article-10.2307_45180566,journal,the world today
journal-article-10.2307_48544317,journal,strategic studies
journal-article-10.2307_48550354,journal,vereinte nationen: german review on the united nations
journal-article-10.2307_48551802,journal,new zealand international review
journal-article-10.2307_48573461,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573497,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573561,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573567,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573574,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573588,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573639,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573654,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573697,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573698,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573719,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573727,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48573769,journal,horizons: journal of international relations and sustainable development
journal-article-10.2307_48581424,journal,atlantisch perspectief
journal-article-10.2307_522314,journal,european sociological review
journal-article-10.2307_90012075,journal,journal of empirical research on human research ethics: an international journal
journal-article-10.2307_90012118,journal,journal of empirical research on human research ethics: an international journal
journal-article-10.2307_90012152,journal,journal of empirical research on human research ethics: an international journal
journal-article-10.2307_90012597,journal,journal of international affairs
journal-article-10.2307_90012598,journal,journal of international affairs
journal-article-10.2307_90017877,journal,social science history
journal-article-10.2307_90017888,journal,social science history
journal-article-10.2307_90018231,journal,canadian journal of sociology / cahiers canadiens de sociologie
journal-article-10.2307_90021005,journal,the new atlantis
journal-article-10.2307_90022979,journal,arms control today
journal-article-10.2307_canajsocicahican.38.4.669,journal,canadian journal of sociology / cahiers canadiens de sociologie
journal-article-10.2307_deveandsoci.44.1.143,journal,development and society
journal-article-10.2307_insipent.26.19.13,journal,inside the pentagon
journal-article-10.2307_insipent.28.12.10,journal,inside the pentagon
journal-article-10.2307_insipent.28.12.11,journal,inside the pentagon
journal-article-10.2307_insipent.29.42.09,journal,inside the pentagon
journal-article-10.2307_insipent.29.42.10,journal,inside the pentagon
journal-article-10.2307_insipent.30.36.06,journal,inside the pentagon
journal-article-10.2307_insipent.30.47.04,journal,inside the pentagon
journal-article-10.2307_insipent.30.47.18,journal,inside the pentagon
journal-article-10.2307_insipent.31.1.08,journal,inside the pentagon
journal-article-10.2307_insipent.31.1.09,journal,inside the pentagon
journal-article-10.2307_insipent.31.15.04,journal,inside the pentagon
journal-article-10.2307_insipent.31.15.20,journal,inside the pentagon
journal-article-10.2307_insipent.31.16.01,journal,inside the pentagon
journal-article-10.2307_insipent.31.16.02,journal,inside the pentagon
journal-article-10.2307_insipent.31.16.03,journal,inside the pentagon
journal-article-10.2307_insipent.31.16.04,journal,inside the pentagon
journal-article-10.2307_insipent.31.16.05,journal,inside the pentagon
journal-article-10.2307_insipent.31.16.17,journal,inside the pentagon
journal-article-10.2307_insipent.31.18.01,journal,inside the pentagon
journal-article-10.2307_insipent.31.18.02,journal,inside the pentagon
journal-article-10.2307_insipent.31.18.03,journal,inside the pentagon
journal-article-10.2307_insipent.31.18.04,journal,inside the pentagon
journal-article-10.2307_insipent.31.18.05,journal,inside the pentagon
journal-article-10.2307_insipent.31.18.20,journal,inside the pentagon
journal-article-10.2307_insipent.31.20.14,journal,inside the pentagon
journal-article-10.2307_insipent.31.20.15,journal,inside the pentagon
journal-article-10.2307_insipent.31.20.16,journal,inside the pentagon
journal-article-10.2307_insipent.31.22.12,journal,inside the pentagon
journal-article-10.2307_insipent.31.22.13,journal,inside the pentagon
journal-article-10.2307_insipent.31.26.03,journal,inside the pentagon
journal-article-10.2307_insipent.31.26.09,journal,inside the pentagon
journal-article-10.2307_insipent.31.30.13,journal,inside the pentagon
journal-article-10.2307_insipent.31.30.14,journal,inside the pentagon
journal-article-10.2307_insipent.31.32.01,journal,inside the pentagon
journal-article-10.2307_insipent.31.32.13,journal,inside the pentagon
journal-article-10.2307_insipent.31.32.14,journal,inside the pentagon
journal-article-10.2307_insipent.31.33.07,journal,inside the pentagon
journal-article-10.2307_insipent.31.33.08,journal,inside the pentagon
journal-article-10.2307_insipent.31.37.02,journal,inside the pentagon
journal-article-10.2307_insipent.31.37.12,journal,inside the pentagon
journal-article-10.2307_insipent.31.38.02,journal,inside the pentagon
journal-article-10.2307_insipent.31.38.03,journal,inside the pentagon
journal-article-10.2307_insipent.31.40.08,journal,inside the pentagon
journal-article-10.2307_insipent.31.40.09,journal,inside the pentagon
journal-article-10.2307_insipent.31.41.01,journal,inside the pentagon
journal-article-10.2307_insipent.31.41.15,journal,inside the pentagon
journal-article-10.2307_insipent.31.46.04,journal,inside the pentagon
journal-article-10.2307_insipent.31.46.08,journal,inside the pentagon
journal-article-10.2307_insipent.31.50.24,journal,inside the pentagon
journal-article-10.2307_insipent.31.50.25,journal,inside the pentagon
journal-article-10.2307_insipent.31.7.14,journal,inside the pentagon
journal-article-10.2307_insipent.31.8.07,journal,inside the pentagon
journal-article-10.2307_insipent.31.8.08,journal,inside the pentagon
journal-article-10.2307_insipent.31.8.10,journal,inside the pentagon
journal-article-10.2307_insipent.31.8.11,journal,inside the pentagon
journal-article-10.2307_insipent.32.1.14,journal,inside the pentagon
journal-article-10.2307_insipent.32.12.03,journal,inside the pentagon
journal-article-10.2307_insipent.32.12.04,journal,inside the pentagon
journal-article-10.2307_insipent.32.19.04,journal,inside the pentagon
journal-article-10.2307_insipent.32.19.16,journal,inside the pentagon
journal-article-10.2307_insipent.32.34.02,journal,inside the pentagon
journal-article-10.2307_insipent.32.34.03,journal,inside the pentagon
journal-article-10.2307_insipent.32.35.04,journal,inside the pentagon
journal-article-10.2307_insipent.32.35.09,journal,inside the pentagon
journal-article-10.2307_insipent.32.35.10,journal,inside the pentagon
journal-article-10.2307_insipent.32.37.04,journal,inside the pentagon
journal-article-10.2307_insipent.32.37.08,journal,inside the pentagon
journal-article-10.2307_insipent.32.39.08,journal,inside the pentagon
journal-article-10.2307_insipent.32.39.09,journal,inside the pentagon
journal-article-10.2307_insipent.32.39.10,journal,inside the pentagon
journal-article-10.2307_insipent.32.41.01,journal,inside the pentagon
journal-article-10.2307_insipent.32.41.04,journal,inside the pentagon
journal-article-10.2307_insipent.32.41.09,journal,inside the pentagon
journal-article-10.2307_insipent.32.51.03,journal,inside the pentagon
journal-article-10.2307_insipent.32.51.13,journal,inside the pentagon
journal-article-10.2307_insipent.32.6.01,journal,inside the pentagon
journal-article-10.2307_insipent.32.6.10,journal,inside the pentagon
journal-article-10.2307_intesociscierevi.91.2.22,journal,international social science review
journal-article-10.2307_revfranscipoleng.62.5-6.1,journal,revue française de science politique (english edition)
journal-article-10.2307_revfranscipoleng.65.5-6.71,journal,revue française de science politique (english edition)
journal-article-10.5305_amerjintelaw.110.3.0425,journal,american journal of international law
journal-article-10.5325_goodsociety.23.2.0160,journal,the good society
journal-article-10.5325_utopianstudies.26.1.0256,journal,utopian studies
journal-article-10.5325_utopianstudies.26.2.0422,journal,utopian studies
journal-article-10.5749_jcritethnstud.2.2.0082,journal,critical ethnic studies
journal-article-10.1017_s0022381613000182,year,2013
journal-article-10.1086_679189,year,2014
journal-article-10.1086_680332,year,2015
journal-article-10.1086_681102,year,2015
journal-article-10.1086_682962,year,2015
journal-article-10.1086_683328,year,2015
journal-article-10.1086_684083,year,2015
journal-article-10.2307_135492,year,1991
journal-article-10.2307_1422415,year,1987
journal-article-10.2307_20695317,year,2010
journal-article-10.2307_23254603,year,2012
journal-article-10.2307_23275440,year,2012
journal-article-10.2307_23359639,year,2012
journal-article-10.2307_23359641,year,2012
journal-article-10.2307_23526828,year,2013
journal-article-10.2307_23526834,year,2013
journal-article-10.2307_23526865,year,2013
journal-article-10.2307_23526900,year,2013
journal-article-10.2307_23526901,year,2013
journal-article-10.2307_23526922,year,2013
journal-article-10.2307_23527002,year,2014
journal-article-10.2307_23527004,year,2013
journal-article-10.2307_23527006,year,2013
journal-article-10.2307_23527341,year,2013
journal-article-10.2307_23527954,year,2013
journal-article-10.2307_24017822,year,2014
journal-article-10.2307_24032984,year,2013
journal-article-10.2307_24033143,year,2014
journal-article-10.2307_24139028,year,2014
journal-article-10.2307_24142695,year,2013
journal-article-10.2307_24142701,year,2013
journal-article-10.2307_24235037,year,2012
journal-article-10.2307_24311162,year,2012
journal-article-10.2307_24311187,year,2013
journal-article-10.2307_24311189,year,2013
journal-article-10.2307_24311408,year,2012
journal-article-10.2307_24311574,year,2013
journal-article-10.2307_24363487,year,2014
journal-article-10.2307_24371897,year,2014
journal-article-10.2307_24371899,year,2014
journal-article-10.2307_24371975,year,2015
journal-article-10.2307_24385612,year,2013
journal-article-10.2307_24426475,year,2014
journal-article-10.2307_24433255,year,2014
journal-article-10.2307_24433723,year,2014
journal-article-10.2307_24433725,year,2014
journal-article-10.2307_24433740,year,2014
journal-article-10.2307_24433743,year,2014
journal-article-10.2307_24441843,year,2012
journal-article-10.2307_24442114,year,2014
journal-article-10.2307_24461702,year,2014
journal-article-10.2307_24461704,year,2014
journal-article-10.2307_24461715,year,2014
journal-article-10.2307_24467139,year,2014
journal-article-10.2307_24467545,year,2014
journal-article-10.2307_24479337,year,2014
journal-article-10.2307_24480742,year,2014
journal-article-10.2307_24481054,year,2014
journal-article-10.2307_24483207,year,2015
journal-article-10.2307_24483317,year,2014
journal-article-10.2307_24483581,year,2014
journal-article-10.2307_24483587,year,2014
journal-article-10.2307_24483669,year,2015
journal-article-10.2307_24483807,year,2015
journal-article-10.2307_24483811,year,2015
journal-article-10.2307_24483812,year,2015
journal-article-10.2307_24483813,year,2015
journal-article-10.2307_24483820,year,2015
journal-article-10.2307_24483912,year,2014
journal-article-10.2307_24484902,year,2014
journal-article-10.2307_24538681,year,2014
journal-article-10.2307_24539825,year,2014
journal-article-10.2307_24540230,year,2014
journal-article-10.2307_24541786,year,2015
journal-article-10.2307_24541804,year,2015
journal-article-10.2307_24541844,year,2015
journal-article-10.2307_24541845,year,2015
journal-article-10.2307_24541846,year,2015
journal-article-10.2307_24541847,year,2015
journal-article-10.2307_24541848,year,2015
journal-article-10.2307_24541849,year,2015
journal-article-10.2307_24541852,year,2015
journal-article-10.2307_24541853,year,2015
journal-article-10.2307_24541854,year,2015
journal-article-10.2307_24541856,year,2015
journal-article-10.2307_24541859,year,2015
journal-article-10.2307_24541862,year,2015
journal-article-10.2307_24541863,year,2015
journal-article-10.2307_24541865,year,2015
journal-article-10.2307_24541866,year,2015
journal-article-10.2307_24543502,year,2014
journal-article-10.2307_24543552,year,2014
journal-article-10.2307_24545949,year,2014
journal-article-10.2307_24545956,year,2014
journal-article-10.2307_24546000,year,2014
journal-article-10.2307_24546180,year,2013
journal-article-10.2307_24557406,year,2015
journal-article-10.2307_24557408,year,2015
journal-article-10.2307_24557411,year,2014
journal-article-10.2307_24557414,year,2014
journal-article-10.2307_24557423,year,2014
journal-article-10.2307_24557478,year,2014
journal-article-10.2307_24562159,year,2016
journal-article-10.2307_24572845,year,2015
journal-article-10.2307_24572970,year,2015
journal-article-10.2307_24573066,year,2014
journal-article-10.2307_24573819,year,2015
journal-article-10.2307_24575963,year,2013
journal-article-10.2307_24576014,year,2013
journal-article-10.2307_24577350,year,2014
journal-article-10.2307_24577365,year,2014
journal-article-10.2307_24577426,year,2014
journal-article-10.2307_24577427,year,2014
journal-article-10.2307_24577466,year,2014
journal-article-10.2307_24577682,year,2015
journal-article-10.2307_24577694,year,2015
journal-article-10.2307_24577908,year,2015
journal-article-10.2307_24579864,year,2013
journal-article-10.2307_24579865,year,2013
journal-article-10.2307_24582958,year,2015
journal-article-10.2307_24583053,year,2016
journal-article-10.2307_24583064,year,2016
journal-article-10.2307_24583171,year,2015
journal-article-10.2307_24583173,year,2015
journal-article-10.2307_24638572,year,2014
journal-article-10.2307_24643823,year,2015
journal-article-10.2307_24643860,year,2015
journal-article-10.2307_24650927,year,2014
journal-article-10.2307_24702299,year,2015
journal-article-10.2307_24703486,year,2015
journal-article-10.2307_24703624,year,2015
journal-article-10.2307_24703770,year,2016
journal-article-10.2307_24704576,year,2015
journal-article-10.2307_24709310,year,2015
journal-article-10.2307_24710571,year,2014
journal-article-10.2307_24710574,year,2014
journal-article-10.2307_24711106,year,2013
journal-article-10.2307_24721428,year,2015
journal-article-10.2307_24754193,year,2015
journal-article-10.2307_24754273,year,2016
journal-article-10.2307_24754990,year,2016
journal-article-10.2307_24755116,year,2015
journal-article-10.2307_24755765,year,2016
journal-article-10.2307_24756349,year,2015
journal-article-10.2307_24756357,year,2015
journal-article-10.2307_24756400,year,2016
journal-article-10.2307_24756425,year,2015
journal-article-10.2307_24756428,year,2015
journal-article-10.2307_24758652,year,2016
journal-article-10.2307_24758661,year,2016
journal-article-10.2307_24758666,year,2016
journal-article-10.2307_24769952,year,2015
journal-article-10.2307_24787721,year,2014
journal-article-10.2307_24787732,year,2014
journal-article-10.2307_24788109,year,2015
journal-article-10.2307_24788142,year,2016
journal-article-10.2307_24788143,year,2016
journal-article-10.2307_24788408,year,2015
journal-article-10.2307_24788409,year,2015
journal-article-10.2307_24788410,year,2015
journal-article-10.2307_24788478,year,2012
journal-article-10.2307_24788524,year,2015
journal-article-10.2307_24788525,year,2015
journal-article-10.2307_24788604,year,2015
journal-article-10.2307_24788605,year,2015
journal-article-10.2307_24788616,year,2015
journal-article-10.2307_24788720,year,2015
journal-article-10.2307_24788738,year,2015
journal-article-10.2307_24788740,year,2015
journal-article-10.2307_24788996,year,2015
journal-article-10.2307_24788997,year,2015
journal-article-10.2307_24789268,year,2015
journal-article-10.2307_24789279,year,2015
journal-article-10.2307_24789468,year,2016
journal-article-10.2307_24789469,year,2016
journal-article-10.2307_24797814,year,2010
journal-article-10.2307_24797815,year,2010
journal-article-10.2307_24797816,year,2010
journal-article-10.2307_24797817,year,2010
journal-article-10.2307_24802860,year,2014
journal-article-10.2307_24802861,year,2014
journal-article-10.2307_24803197,year,2014
journal-article-10.2307_24803207,year,2014
journal-article-10.2307_24803343,year,2014
journal-article-10.2307_24803345,year,2014
journal-article-10.2307_24803518,year,2014
journal-article-10.2307_24803526,year,2014
journal-article-10.2307_24803898,year,2015
journal-article-10.2307_24804091,year,2015
journal-article-10.2307_24804100,year,2015
journal-article-10.2307_24804218,year,2015
journal-article-10.2307_24804219,year,2015
journal-article-10.2307_24804409,year,2016
journal-article-10.2307_24804410,year,2016
journal-article-10.2307_24804416,year,2016
journal-article-10.2307_24804556,year,2016
journal-article-10.2307_24804557,year,2016
journal-article-10.2307_24804595,year,2016
journal-article-10.2307_24805189,year,2016
journal-article-10.2307_24805190,year,2016
journal-article-10.2307_24812006,year,2015
journal-article-10.2307_24836868,year,2013
journal-article-10.2307_24836869,year,2013
journal-article-10.2307_24836931,year,2014
journal-article-10.2307_24836942,year,2014
journal-article-10.2307_24837434,year,2015
journal-article-10.2307_24837435,year,2015
journal-article-10.2307_24837436,year,2015
journal-article-10.2307_24837437,year,2015
journal-article-10.2307_24837450,year,2015
journal-article-10.2307_24837651,year,2015
journal-article-10.2307_24837652,year,2015
journal-article-10.2307_24837728,year,2014
journal-article-10.2307_24837731,year,2014
journal-article-10.2307_24837732,year,2014
journal-article-10.2307_24837739,year,2014
journal-article-10.2307_24837892,year,2015
journal-article-10.2307_24837905,year,2015
journal-article-10.2307_24837927,year,2015
journal-article-10.2307_24837928,year,2015
journal-article-10.2307_24840683,year,2016
journal-article-10.2307_24840684,year,2016
journal-article-10.2307_24840701,year,2015
journal-article-10.2307_24840721,year,2015
journal-article-10.2307_24840723,year,2015
journal-article-10.2307_24840737,year,2016
journal-article-10.2307_24840743,year,2016
journal-article-10.2307_24840745,year,2016
journal-article-10.2307_24840856,year,2016
journal-article-10.2307_24840857,year,2016
journal-article-10.2307_24841058,year,2016
journal-article-10.2307_24841059,year,2016
journal-article-10.2307_24841079,year,2016
journal-article-10.2307_24841089,year,2016
journal-article-10.2307_24841173,year,2015
journal-article-10.2307_24841175,year,2015
journal-article-10.2307_24841359,year,2016
journal-article-10.2307_24841360,year,2016
journal-article-10.2307_24841370,year,2015
journal-article-10.2307_24841371,year,2015
journal-article-10.2307_24841387,year,2015
journal-article-10.2307_24841611,year,2016
journal-article-10.2307_24841614,year,2016
journal-article-10.2307_24841630,year,2016
journal-article-10.2307_24841631,year,2016
journal-article-10.2307_24841657,year,2016
journal-article-10.2307_24841709,year,2015
journal-article-10.2307_24841711,year,2015
journal-article-10.2307_24841713,year,2015
journal-article-10.2307_24841715,year,2015
journal-article-10.2307_24841740,year,2016
journal-article-10.2307_24841742,year,2016
journal-article-10.2307_24841744,year,2016
journal-article-10.2307_24841746,year,2016
